,Speaker,Timestamp,Text,Seconds
765,Senator Murphy,10:55:15,"And so it speaks to my confident belief that Donald Trump does not want to fix our immigration system. He wants to keep this issue open as a sore in our politics. If I was wrong, he would've proposed legislation here to deal with the underlying inefficiency of the system instead of just throwing money at the problem. And so we will see what the result of this campaign is. We were told that immigrants to this country represented a very specific national security threat, that we needed to crack down on immigration including expelling from this country legitimate asylum seekers because that was what was necessary to protect the nation. Well, we'll see what the crime data tells us for the first few months of this administration. I have a feeling I already know what the story is, crime is not going to have gone down. Why? Because in fact, whether people want to acknowledge this or not, natural-born American citizens commit crimes at rates higher than first-generation immigrants or people born outside of the United States of America.",39315
766,Senator Murphy,10:56:46,"But Senator Booker, I guess the question I want to ask you is this, I think you and I agree that Americans right left and center acknowledge that the immigration system is broken. They didn't love it when they saw thousands of people crossing on an average day, and they know that when it takes 10 years to process an asylum claim, something's wrong and that it then just provides an incentive for people to come here without documentation.",39406
767,Senator Murphy,10:57:23,"But my impression is that that cross-section of Americans that believes that the existing immigration system is broken also believes three other things. One, that the way to fix it is to change the laws and that they believe that we have not done our job until we have changed the laws. For instance, building a better asylum system. And once again, not a single proposal from the Trump administration on how to fix our broken immigration system, not a single proposal. Second, I believe that they understand that immigration is a core strength of this nation, not a liability. And that if we want to thrive as an economy, we are going to have to bring people to this country legally. But to turn our backs on immigration as a mechanism to grow economically, that's not in line with what Americans believe, even those that think the existing system is broken.",39443
768,Senator Murphy,10:58:33,"And then lastly, I just don't believe this country is as mean as Donald Trump thinks it is. I get it that everybody wants this nation to be a nation of laws, but when an American citizen looks at a child with a medical condition, when American citizen looks at an individual who will face certain death from a drug gang if they stay in their home country, when they look at individuals in war-torn nations overseas, they believe that America is strong enough, is big enough, is generous enough to be able to protect those people from harm. Why? Because that's what America always has been.",39513
769,Senator Murphy,10:59:34,"And so this idea that President Trump has that Americans mean and spiteful and don't want to help people just because they were born outside of the United States or their parents were born outside of the United States, I just don't think that's right. It obviously betrays the best traditions of this nation. But I think it also fundamentally misreads the American people.",39574
770,Senator Murphy,11:00:03,"So I think people want our immigration to be fixed, the system to be fixed, but I think they want us to do it. They understand the laws are broken. They do not want to abandon America's tradition of bringing people here from all around the world. They understand that our economy and our economic prosperity is linked to our ability to bring hard-working immigrants to this country, and they're just not as mean as Donald Trump thinks they are.",39603
771,Cory Booker,11:00:28,"Senator, I appreciate your question, but I just have to say this to you. You worked so hard with Senator Lankford and one of the things I have to say, and I hope I don't hurt his politics by telling people how much I love Senator Lankford, we disagree fundamentally on a lot of issues maybe that will help him, we both are people though of faith. We just recently were together at a massive, I think there must've been like a thousand people there, maybe 500 at least at a national prayer breakfast event. He's such a man of character and what I like about him is I know his values because he every day tries to be a good Christian.",39628
772,Cory Booker,11:01:16,"And this idea of ""love thy neighbor"" or ""you were a stranger in a strange land,"" I just kind of took a lot of pleasure watching you, my friend, who I know for the last 12 years and him sit down in this honest, sincere negotiation and let's be real, everybody on your side of the aisle didn't agree with you and everybody before Trump's involvement on his side of the aisle didn't agree, but you guys had the makings of a comprehensive bill that would've passed.",39676
773,Cory Booker,11:01:47,"Now, I'll tell you also that I came here in 2013, right after a Gang of Eight had done the same thing. They actually got the bill out and it died in the house. There are people in America despite Lankford and you, who many people would put on opposite sides of a political spectrum, that on these issues they agree. And why do they agree, Senator Murphy? Why? Because our economy is dependent upon immigration.",39707
774,Cory Booker,11:02:16,"You want to talk about a conservative leaning group, Senator? Republicans, the Chamber of Commerce will tell you, the National Chamber of Commerce will tell you, our economy will be crippled if we don't find a way to bring more people in legally to work on work visas. When I go to the tech community or the biotech community or the AI community or the community who's trying to go forward in quantum computing, all of them are saying this is crazy that we are not allowing the brightest minds on the planet when they get here and get PhDs and have things half of Congress can't spell, that we drop-kick them out of the country. There are so many points of agreement. Take dreamers, who people on both sides of the aisle have held up as a group of people that are Americans in every way except for the piece of paper. They have no memory of another country. I could keep going through all the things in the immigration world we agree on, including the need to secure our southern border.",39736
775,Cory Booker,11:03:15,"And so I listened to you on this section and I look at you and I remember your frustrations. You're standing up in front of our caucus saying, we're so close.",39795
776,Senator Murphy,11:03:27,The Senator yield.,39807
777,Cory Booker,11:03:28,I will yield for a question while retaining the floor.,39808
778,Senator Murphy,11:03:33,"I just want to drill down on this for a moment because it gets back to a theme that you've been hitting on throughout the evening and early morning. And that is not everything has to be zero-sum politics. I mean, this is part of what is so exhausting about the last 71 days for many, many Americans. I think it's part of why Donald Trump's approval ratings are sinking by the day. Because listen, you and I are pugilists when we need to be. We fight when we think that there's a worthy fight. That's what this is today. It's a fight. We understand it's a fight for our values, but we don't think everything has to be a fight. We see our jobs as standing up for our convictions, but then finding that common ground. I did not expect to be in that room with Senator Lankford.",39813
779,Senator Murphy,11:04:29,"I was surprised pleasantly when we came to an agreement. You spent months and months hammering out really difficult criminal justice reform with a colleague of yours that you have equal numbers of disagreements with because we feel like we have a call from our constituents to fight, but then find the common ground. But this administration has zero interest in common ground. Every single day they wake up thinking only about conflict, thinking only about defeat of their opposition. And they have been frustrated because they've been trying to do a lot of illegal things and the courts have been telling them no.",39869
780,Senator Murphy,11:05:29,"They're now talking about extraordinary measures like impeaching judges or defunding the courts. Instead, they could reach out to Democrats, they could decide to do what every previous president has tried to do, which is instead of ramming through a one-side only policy on immigration, for instance, come to people of goodwill on the opposing party and try to work out a compromise. This is what exhausts the American people is this administration's complete total unwillingness to find common ground on anything. That is not where the center of this country is.",39929
781,Senator Murphy,11:06:20,"And on the issue of immigration, we found common ground last year. It was hard. It did not satisfy everyone. But we have proven that on this issue that is hot, that is difficult for even family members to talk about sometimes, that even on this issue of immigration, we can find that common ground. And so we are here, you are here because there's a fight to be waged. But I think we both wish on a litany of these topics, we were instead sitting down with our colleagues. But that is just not in the DNA of this administration. And that is part of why this president is becoming more and more unpopular by the day is because they expect any president, any president to make at least a minimalist effort to try to reach out and find compromise. And that never happens from the Trump administration.",39980
782,Cory Booker,11:07:22,"For the question I see in there, and again, great presidents have great ideas they bring to Congress and they fight to pull together and cobble together legislation that will last. The problem we have right now is this whiplash between Trump's executive orders and Biden's executive orders and Trump's executive orders. And it's not solving the problems. And we've shown that there's enough common ground to do something on it. But I don't want to stick with common ground now actually because there's some things in here that are not common ground, like private prisons. I'm one of these folks that doesn't want to criticize. I've flown out to a private prison down south to get a tour met really kind and nice people. But there is something problematic to me about a profit motive for imprisoning, shackling, detaining and holding people and this combination of that and a corporate reality where you are giving campaign contributions to people that will then turn around and give you government contracts to restrict the liberties of human beings. And the story that I read about this woman feeling like they lied to her lawyer and said if she had only said she could pay for her own flight home, but they were keeping her and every day they were keeping her they were getting more money from American taxpayers. This wasn't a system designed for justice. This isn't a system that's designed for the rights of human beings in our country. This is a system that has every day an incentive to deny the liberty, to hold peopleâ¦ It's wrong, it's wrong. It's broken. And with a president that doesn't care about these things, that is giving greater latitude so that more stories like the Canadian woman's story, it's stunning.",40042
783,Cory Booker,11:09:42,"I want to keep moving though, and I just want to talk about children and the way this system is extended to children. Last week, the government canceled the contract to provide legal services to 26,000 unaccompanied immigrant children. Remember, remember what Anton Scalia said about due process in his strict interpretations of the literal writings of our founders. But 26,000 unaccompanied migrant children no longer have legal representation. We started on that idea. We started on that idea. We started on the idea, the fifth and the 14th Amendment, ""No one shall be deprived of life, liberty, or property without due process."" And our country has now rolled back. Trump got rid of a policy that prevented ICE from arresting kids at schools and people from their places of worship. Now, every day, families face the impossible choice of whether to send a kid to school and risk permanent separation from their families.",40182
784,Cory Booker,11:10:53,"There's a story from New Jersey and I quote, ""Recently, when I was home in Newark, New Jersey, a woman in my neighborhood came up to me to tell me a heartbreaking story. One morning she was on her way to walk to school the mom of another child's childrenâ¦"" I won't make this anonymous. One of my closest friends, she's like a sister to me, she lives in the Ironbound in Newark and was very emotional because her neighbors were so terrified that they came to her and asked her to walk their children to school. They're American children. There are so many teachers and school administrators who are speaking out now that they've been ordered that they must allow ICE to enter their schools. Trump has plans to revoke temporary protected status protection for hundreds of thousands of people from various countries, from Venezuela to Haiti, paving the way for those deportations, we know who they are. He's done this despite the State Department maintaining a level four do not travel warning to Haiti and Venezuela due to widespread violence, danger, sexual assaults, kidnappings and more.",40253
785,Cory Booker,11:12:22,"He claims that he's tough on crime because he wants to go after child sexual abusers, but when you're sending children, running into schools and churches and sending them back to environments that are known for sexual assaults on young girls.",40342
786,Cory Booker,11:12:42,"The Department of Justice Office of Civil Rights recently dropped its case it had filed against Southwest Key, the nation's largest provider of housing for migrant children in which the DOJ alleged sexual abuse and neglect perpetrated against undocumented children in federal custody. It was a case the DOJ brought against this company who housed migrant children because of alleged sexual abuse. And what did our government do under Trump? They dropped charges. They dropped charges.",40362
787,Cory Booker,11:13:24,"Why? Why? Children being sexually assaulted, it's not worth an investigation? Is it because the administration thinks that pursuing the lawsuit and holding perpetrators accountable will somehow interfere with their immigration agenda? They literally let alleged sex abusers go free with no explanation. The hypocrisy.",40404
788,Cory Booker,11:14:02,"The family detentions are restarted. They fail. Failed in the past to meet basic child welfare standards and exposed children to trauma. President's own Department of Homeland Security concluded in 2018 that family detention centers posed a high risk of harm to children and families. And despite his own Department of Homeland Security back in 2018 saying that, they've restarted it.",40442
789,Cory Booker,11:14:30,"One of the points I want to make is crime. I was a mayor. The number one issue my residents were concerned about was fighting crime, fighting crime, fighting crime. I went back to Newark recently for a",40470
790,Cory Booker,11:14:47,"Horrible, tragic death of a police officer by a 14-year-old with a ghost gun. It was horrible to send off hundreds and hundreds and hundreds of police officers from all over our state, from New York. This police officer was murdered by a 14-year-old. I still pray for their family, his mom. And as I was standing there looking at this parade of police officers who were waiting for the casket, I had police officers come to me and complain that they're having harder and harder time in New Jersey solving crimes because now victims of crime, victims of sexual assault, victims of robbery who happen to be undocumented, are afraid to go and talk to local police because of all this rhetoric that's creating the fear that they'll be turned over to ICE.",40487
791,Cory Booker,11:15:46,"Imagine in our country there are people out there that are sexually assaulting people, but are getting away with it because they're targeting immigrants. And if you don't think that hurts American safety, you're wrong. Afraid to go and talk to police officers to report crimes. They're subverting people's constitutional rights, incarcerating people in foreign prisons who have no criminal records, the harms to children. We've talked about all of this, but diverting law enforcement resources away from investigating national security threats, terrorism, drug smuggling, human trafficking, illegal arms exports, financial crimes, and sex crimes, taking law enforcement away from investigating those crimes, and forcing all federal law enforcement agencies to enforce low-level immigration crimes, or I should say undocumented people with no criminal activity beyond their being in our country.",40546
792,Cory Booker,11:16:51,"Reuters wrote about this misguided redirection of federal resources. I read their article, federal agents who usually hunt down child abusers are now cracking down on immigrants who live in the US legally. Homeland Security investigators who specialize in money laundering are raiding restaurants and other small businesses looking for immigrants who aren't authorized to work. Agents who pursue drug traffickers and tax fraud are being reassigned to enforce immigration law. As US President Donald Trump pledges to deport millions and millions of, ""criminal aliens,"" thousands of federal law enforcement officers from multiple federal agencies are being enlisted to take on new work as immigration enforcers. Pulling crime fighting resources away from other areas, from drug trafficking and terrorism and sexual abuse and fraud.",40611
793,Cory Booker,11:17:43,"The account of Trump's push to recognize to reorganize federal law enforcement, the most significant since September 11th, 2001 terrorist attacks is based on interviews with more than 20 current and former federal agents, attorneys and other federal officials. Most had first hand knowledge of the changes. Nearly all spoke on the condition of anonymity because they were not authorized to discuss. ""I do not recall ever seeing this wide spectrum of a federal government resources all being torn turned towards immigration enforcement,"" said Teresa Cardinal Brown, a former Homeland Security offer who has been served in both Republican and Democratic administrations. When you're telling agencies to stop what you're doing and do this now, whatever else they were doing takes a back seat.",40663
794,Cory Booker,11:18:32,"In response to questions from Reuters, Homeland Security assistant secretary Tricia McLaughlin said, ""The US government is mobilizing federal and state law enforcement to find, arrest and deport illegal aliens."" The FBI declined to respond to questions about its staffing. In a statement the FBI said, ""It is protecting the US from many threats."" The Trump administration has offered no comprehensive accounting of the revamp, but it echoes the aftermath of 2001 attacks when Congress created the Department of Homeland Security, and pulled together 169,000 federal employees from other agencies and refocused the FBI on battling terrorism. Trump's hardline approach to deporting immigrants has intensified America's already stark partisan divide. The US Senate's number two Democrat, Dick Durbin describes the crackdown as wasteful, misguided diversion of resources. It's making Americans less safe by drawing agents and officials away from finding corporate fraud, terrorism, child sexual exploitation, and other crimes.",40712
795,Cory Booker,11:19:31,"The focus of immigration is drawing significant resources from other crime fighting departments according to the more 20 sources we spoke. Until January, pursuing immigrants living in the country illegally was largely the part of two agencies. ICE, Immigration and Customs Reinforcement, and Customs and Border Protection with a combined staff of 80,000 other departments spent on crime. In Detroit where immigration prosecutions have been rare, the number of people charged with immigration offenses rose from two in February to 19 last month. Case managements from the Justice Department show that fewer than 1% of the cases brought by prosecutors by the DEA, ATF over the past decade involved allegations that someone had violated immigration law. Since January, however, DEA agents have been ordered to reopen cases involving arrests up to five years old where prosecutors have declined to bring charges.",40771
796,Cory Booker,11:20:34,"As Trump and billionaire Elon Musk flash the size of the federal government bureaucracy, jobs that deal with immigration enforcement appear largely exempt. In January 31st, email to ICE employees, a human resource official told them they wouldn't be eligible for retirement, buyouts offered to some 2.3 million federal workers. All ice positions are excluded, they said recently in a previously unreported email.",40834
797,Senator Murphy,11:21:00,"Will it, Senator, will Madam President, will the Senator yield for a question?",40860
798,Cory Booker,11:21:05,"Yes, I will yield for a question while retaining the floor.",40865
799,Senator Murphy,11:21:09,"Thank you, Senator. I have been listening to many of your hours of the speech. And you're talking about immigration now. And I have another question about the immigration policy. I think all of us understand that it's absolutely essential that our country secure its borders. And from time to time the country forgets that. But I think we've had this debate about immigration that's been going on for several years. And I don't know if the senator had an opportunity to address, the opportunity we had in the Senate, when last year there was a realization on the part of both the Republicans and Democrats, that the only way we were going to get a secure border in a sensible, beneficial immigration policy was to work together. I know the Senator was watching that very carefully.",40869
800,Senator Murphy,11:22:21,"And we had the terrific work of Senator Langford from Oklahoma, Senator Murphy from Connecticut, and Senator Sinema, of course from Arizona. And despite the enormous political tension that surrounds the immigration issue, and for understandable reasons, the three of them worked very hard and came together for a tripartisan proposal in effect. Senator Sinema, of course being the independent who always played a constructive role in trying to bring the parties together. And what was included in that legislation was a major commitment embraced by Senator Murphy on behalf of the Democrats for border security. There was an acknowledgement we can't just have, we have to control our borders. It's really that simple.",40941
801,Senator Murphy,11:23:29,"But when you control your borders, you also have the opportunity to have an immigration policy that the Congress and the President, I think will benefit the American people. And it benefits us of course if there's security at the border. But it also benefits us if we have legal immigration that is controlled by the American people. And of course I've noticed that Elon Musk who is against immigration, he's for everything that the President Trump is for, he likes having very highly educated computer people. It can help him go from very rich to even richer. So he carves out an exception for people that will be beneficial and helpful to him in his various enterprises.",41009
802,Senator Murphy,11:24:26,"But we've got in Vermont, a lot of dairy farms, and we have a tourist industry, and we have a real hard time filling those jobs. So legal immigration can really be helpful and constructive and beneficial to the people of the state of Vermont. And I know talking to my colleagues on both sides of the aisle, many of us in our states have tourist industries and we have agricultural enterprises. Just to mention two, where the reality is we don't have the number of people we need to fill those jobs. And it's not just a matter of paying more because I do think we have to be very mindful that we want to do every single thing we can to help elevate the wages of American workers. Which by the way, this is a little bit of an aside. Why in the world haven't we raised the minimum wage? I know Senator, you're for that and I certainly am. But it astonishes me that we still have, what is it, $7, 7.50? It's unbelievable what the minimum wage is. A lot of the states have raised it. Vermont certainly has.",41066
803,Senator Murphy,11:25:39,"But we on immigration had the opportunity, and the bill, and the will to make enormous progress, so that we'd have an immigration policy that secured the border, had the validation of bipartisan majorities in the house and in the Senate, would have also addressed issues about legal immigration that would help us strengthen our economy, and also would've included a pathway to citizenship for dreamers, folks who were brought here by their parents, who when they were four or five or six years old. And whose the only country they know is the United States itself.",41139
804,Senator Murphy,11:26:32,"And my understanding from talking to my colleagues on the other side of the aisle is that there's an enormous amount of respect for many of these dreamers, many of whom have been heroes for us in the military. So this is not a republic, my view, it's not a Republican, Democratic situation. It is a desire on the part of almost everyone in this body to accommodate a reality of a child being brought here by his parents, going to school, getting an education, serving their country, firefighters, Marines, teachers, doing all these things that are really helpful to our country and where they're here through absolutely no fault of their own. And if we were to require them to be deported. And that's an effort that the current administration is making, you'd literally be taking people who might be 30 or 40 years old now, have families, and send them back to the country from which their parents brought them. And they don't even speak the language.",41192
805,Senator Murphy,11:27:51,"And that obviously makes no sense. And when I talked to the Vermonters who have very, very strong views of having a strong border, and I asked them what about this situation? They think, wait a minute, well that's different. That's a person who lives here. That's like my neighbor. Sp I was so disappointed when we were on the cusp of being able to get this legislation passed. When then candidate Trump in his candid way said, ""Kill it."" And he was candid about why. It would, ""Give the Democrats a win."" I never saw this as a win for Democrats. I saw this as a win for America. And the reality is that when we have to do really hard things here, and we're not doing hard things these days, but when we're trying to do hard things that are really important for the American people, my experience is you really do have to get to a bipartisan place.",41271
806,Senator Murphy,11:29:14,"Because we've lost elections and we lost the last one. And that is on us. It's not on the voters. They made a decision. That's their right to do. And we have to learn and we have to listen. But when we were listening, and hearing loud and clear from the American people that we want a secure border, and then we worked with our colleagues on the other side of the aisle to get a secure border, why in the world would the leader of the party kill it? Why? We know the reason. We thought it was good politics. But this is not about what's good partisan politics. It's about what's good policy that's going to help the American people.",41354
807,Senator Murphy,11:30:15,"So I'm really, among the many things you're focusing on of course, is this question of immigration. And this is incredibly important, but I want it to be clear that I as one member of the United States Senate am absolutely all in for the immigration reform that we need. And that is a secure border. That is legal immigration as we determine the type of immigration will be beneficial to the American people, insustainable. And it also includes a pathway to citizenship for these children in many cases who were brought here by their parents, who had no agency, no involvement whatsoever in the decision to come here, how they got here me. Pardon me. For those of us who don't stay up all night, some of us use alarms to wake up. So pardon me for being here earlier than I thought I'd be here. And you're here later than maybe than you thought.",41415
808,Senator Murphy,11:31:26,"But it's such a privilege for you, and it's such a privilege for me. It's such a privilege for the other 98 citizens of this country who serve with us in the United States Senate. That any chance we get, any chance we get to do something that's helpful to the people we represent, don't we want to grab it? Don't we want to do it? And it doesn't matter if our name lives in memory that we were here. It doesn't. What matters is what we do here. And whether when we leave, we can look back and have the satisfaction of knowing we gave it our best. And I hope there's enormous pressure on folks in this job from the cross currents of the political world that we live in.",41486
809,Senator Murphy,11:32:36,"And all of us are fallible, and all of us have plenty of opportunity to get it wrong. And we do. But what I've seen in the people I've admired on both sides of the aisle, I think of Senator McCain who Senator Murphy worked with so much, there was a heart and soul to that man. And it was the heart and soul in his spirit that guided him. And when I think about immigration and we're talking about how tough it is, he worked together with the so-called gang of eight to come up with a reform that the Senate passed years ago. I was in the house then. And I remember being so excited. So excited when I heard that the Senate had actually come up with a proposal. It just made sense. It wasn't perfect. What is? Send it to Earth. What's perfect? We do the best we can. That's about it. But you know what? When I say that's about it, that's what life is. Do your best and then move on.",41556
810,Senator Murphy,11:33:47,"And by the way, that's one of the reasons why I think, senator, the bipartisanship, which we don't have now at all, but why it has to ultimately, we have to have enough humility to understand that either side has the answers, and where we try in earnest to come up with the best solution we can at the moment, where we listen to each other, what happens is that if we didn't get it fully right, and we never will, we understand that we have an opportunity to fix it and make it better based on that experience. And when there's just our way or the highway, there's no resolution and no progress. Number one, you don't get the bill passed as we saw with the immigration bill. And then number two, if you get it passed the other side just tries to tear it apart and repeal it, as opposed to improve it.",41627
811,Senator Murphy,11:34:59,"Now, every single one of us knows that the American people want progress. But what we're talking about with something is hard, it truly is hard, the issue of immigration. When we're talking something that's hard politically, that spirit of wanting to get to a solution, that was what animated the work of Senator Langford, Senator Murphy and Senator Sinema. They wanted to get to a solution even though they had significantly different points of view going in, on what was the right outcome. But they wanted to get to a solution. And where they represented the points of view of the disparate views of our caucus, and they came up with a compromise that by all accounts would be such a better place for us to be now than what we're in. No progress.",41699
812,Senator Murphy,11:36:05,"We haven't been able to act on that immigration bill since the Senate acted with the leadership of Senator McCain and others. And I was mentioning how excited I was. I was in the house at the time. And I was so excited that this bill came over. And Vermonters were asking me all the time, ""Peter, we've got to do something about our borders. We've got to do something to make sure our farmers don't fear having their farms raided, and them not being able to milk their cows."" It's that essential. And I'm talking a lot of pretty conservative people who politically sometimes agree with me, sometimes don't. But what was so exciting to me was that on the cusp of this coming to the house, I was thinking, I'm going to have a chance to vote for secure immigration, for securing our borders, rational immigration plan, and I'm going to be able to give a fairness to the dreamers. I was so excited about that.",41765
813,Senator Murphy,11:37:08,"And then what happened is it was announced that the house would not even take up the bill. And why? It was the same reason that then candidate Trump proposed to his colleagues or to his party members in the house, or pardon me, in the Senate, kill it. And why was that? Really in all candor, it's the most cynical of all reasons. Sometimes people in politics prefer to have the issue that they can fight about rather than use the responsibility and opportunity they have to solve the problem. And that's pretty much what happened with that. And here we are and we're seeing it again.",41828
814,Senator Murphy,11:37:59,"The other, there's another thing that's happening with the immigration policies of the current administration. There's a lot of cruelty that's part of it. Yes, we have to have a secure border. Yes, criminals who came here illegally should be deported. But should the consensus that we have about a secure border, about the legitimacy of deporting criminals who are here illegally be used to justify a wholesale roundup? Where the people who are rounded up are almost randomly picked up. Some may be on the basis of good information, but it's clear in this roundup where so many people were flown to the jails in El Salvador that the minimal amount of due process, which is inquiry into who is this person? Where are they from? Does that tattoo mean they're in a gang or is that a tattoo of mob? Are we a society where we don't provide that minimal inquiry? It's called due process. Our country was founded on it. And it appears in many cases we haven't done that.",41879
815,Senator Murphy,11:39:45,"And then what we're seeing also is that a number of people are being rounded up who are here legally. They're here on a student visa. And they published an opinion in a school newspaper, expressing their point of view about the suffering in the Middle East. And this country, of course, is founded among other things, on the First Amendment right, the free speech. And it's a pretty astonishing thing that people who express that, who are here legally by the way. Legally, legally, legally, I want to emphasize that, are suddenly confronted by people who are essentially wearing mask, put in handcuffs, taken away, and then put in a jail at some unknown place until something maybe days later you find out where they are.",41985
816,Senator Murphy,11:41:03,"How does that solve the border crisis? How does that protect the liberties that have been the hallmark of the United States of America since the Constitution? It is cruel. You have a person who essentially disappears, and that's a term I know Senator Murphy used once, and I think unfortunately accurately. So we have a challenge. And it's really not who wins this vote and who wins that vote. And it's not even who's in the majority and who's in the minority, because this country only works, and this Senate only works when whatever your political views are, you approach the problems that America has from the perspective of your obligation as the United States Senator to make progress, to make it better.",42063
817,Senator Murphy,11:42:22,"And I was in the State Senate for 13 years. I'm not going to say my life's been downhill since then, but what I so appreciated about the Vermont Senate and I learned working with other people there. Bipartisan doesn't have a meeting almost now because it's like you've got to be on one side or the other. But I remember when I first went to the State Senate, Senator Booker, I won an election that was an upset. So I was feeling pretty good about myself. And when I got there, it was a majority in the Republican Party. And I was ready to cause trouble. And not necessarily in the John Lewis good way. It might've been more of a Peter Welch ego way. So I had a lot to learn. And what I remember was showing up in these two Republican senators who were just really icons for me in my life-",42142
818,Senator 1,11:43:39,"As it turns out, they and the Lieutenant Governor made decisions about who would be on what committees, and I really wanted to be on the finance committee, but that's not a committee you get on when you just show up and you've won an election and you're acting like you're more important than you are. They put me on the finance committee and I said, ""I'm doomed,"" and the reason is I knew I had to cooperate. They've been so good to me and so generous. They gave me a seat at the table, and it was such a thrill for me to be able to actually sit at the table with these people that I held in such high regard and who knew so much more than me, but they invited me in. They didn't push me aside just because I had different points of view and was from a different party.",42219
819,Senator 1,11:44:34,"A few years later, I became Senate president, so I had a lot to do with who was on what committees. I remember, I started then the process that we still do in Vermont, and I appointed a number of Republicans to chair committees. I was in the Senate a second time with the now governor of Vermont, Phil Scott, and he became the chair of the institutions committee, which was kind of, that's a big deal in Vermont. When I tell folks we did that in Vermont, where sometimes you'd appoint somebody who's on the other party, they want me to have a mental status exam around here. You just don't do that kind of thing. What I do know and what I do see is that there are a lot of people here who do have that, I'll call it the Murphy/Lankford/Sinema attitude. ""Let's solve the problem. Let's make progress. Let's find a way where we can move ahead."" You're talking about immigration, which, because we've been going around and around on this for so long without making progress, it's almost creating this cul-de-sac or this sinkhole where people think it's pointless. ""Why even talk about it? Why try to solve it? Can't be done."" Well, we know it can be done because we are the people here, 100 of us, that actually have the ability to do it, and I would say we have the responsibility to do it because it's a serious issue that faces the American people, and they're entitled to the safety of a secure border. The Dreamers are entitled to some justice and respect for the commitment they've made to being fully participating citizens here in the United States.",42274
820,Senator 1,11:46:31,"I just applaud the efforts of my colleagues, who, despite all of the outside noise, do want to make some progress. When we don't make progress, we descend into a bad place. Yes, deport a criminal. Our people are entitled to safety. People are not entitled to come here illegally, and people who are, illegally, certainly are not entitled to commit any crimes, but when we go round and round and just use the challenge of immigration reform as a political cudgel, we end up going into some pretty dark places, and that's where we're heading now, where a person gets rounded up who's legally here, because the administration doesn't like the opinion they expressed. It's not that their opinion was necessarily subversive, and it's not even wrong. It's debatable. You and I would have a free opportunity to debate. What should be our policy in the Middle East? What should be our policy on immigration? But, the administration decides, ""That speech, I don't like, arrest that person, disappear that person."" Then we get into debates that are really not about making progress, but mutual recrimination. I'm just very delighted that you're focusing a good part of your effort here on the vital question of immigration.",42391
821,Senator 1,11:48:24,"I do hope â¦ I haven't been watching everything, but if it's okay, I just want to direct your attention to these tariffs that are happening, a little bit. I know you're going to have an opportunity to talk about a fair number of things, you already have, but I've never seen anything so dumb and reckless as these tariffs on Canada. We have a library in Newport, Vermont. Derby Line, actually, the Haskell Free Library. Half of it is in Vermont, half of it is in Canada. Is that cool or what? Canadians come into what I call the back door, but they call the front door, and we come in the front door, which they call the back door, and we read books together. We've had this library for decades, and I was with the â¦ We had a roundtable up in the Canadian border, Canadian-Vermont border, and the Member of Parliament from Stansfield, which is the town next to Newport, Madame Bibeau, was with us.",42504
822,Senator 1,11:49:54,"When we were with some folks who ran businesses on the Vermont side and on the Canadian side, and some of whom had operations on both sides, most of these were family businesses. Some were very large, some were small, and it ranged from farmers on the Vermont side who got a lot of their fertilizer from Canada. That's true, by the way, all across the northern border, so it can be Minnesota, it can be Idaho, so many of our farmers all along the Canadian-American border have cross relationships with Canada and they get their fertilizer. It's going to cost 25% more, and we all know how hard our farmers work. Nobody works harder. The margins of what they make is tiny, and you add a 25% tariff? I mean, these people are just â¦ They don't know what's going to happen, and our maple syrup makers, back and forth, we get a lot of syrup from Canada and blend it and make it into products with Vermont syrup. Canada's the biggest producer of maples, the second-best maple syrup in the world. Vermont is the biggest producer of the best maple syrup in the world, in the United States, but the equipment is largely made, that our sugar makers use, is largely manufactured in Canada. 25% tariff on that. That's going to hammer the Vermont maple producers.",42594
823,Senator 1,11:51:32,"Again, they operate on a small margin, and a lot of these farms, as you know, and the sugar producers, or, we've got a family company up there, second generation, that makes high-quality furniture, these are family businesses and they have tight margins. They're competing, they're really working hard. The Northeast Kingdom is really a pretty low-income part of Vermont with wonderful, incredibly hard-working people who are very proud of where they live and who they are, and who their neighbors are. They're asking really tough questions about how they can make it and whether they can stay in business, and this is not the same as immigration, but there's an element here that is the same as immigration. Shouldn't any policy that we pursue start with the premise that we'll do no harm? Madam President, it might be a policy you're advocating, and I know when you served in your previous job, you'd be wanting to make certain that what you did did no harm. In fact, you'd be insisting that it did some good. My question with the tariffs is whether the administration is starting out from the premise that I think all of us should start with. Yeah, we may have an idea, we hope it might work, but we've got to make sure it does no harm.",42692
824,Senator Cory Booker,11:53:24,"I'm sorry, I was going to answer that question, but-",42804
825,Senator 1,11:53:25,"Yeah, go ahead.",42805
826,Senator Cory Booker,11:53:26,Did the Senator finish his question?,42806
827,Senator 1,11:53:27,"Yeah, well, that's a long question and I'm waiting for a long answer.",42807
828,Senator Cory Booker,11:53:31,"Okay. I want to first start by saying that the Senator has a reputation around this place, that there's a deep penetrating goodness that's in you. I love to watch my Senate colleagues when the other people are not. It's a habit of mine, because I think what you do when no one is watching is really telling. It's a belief I have that someone who is nice to you but not nice to the waiter is not a nice person, and we have a body full of people that show some deep, decent goodness. You are one of those people, and what I love watching you is that it could be the farthest ideological person away from you, and you just have this â¦ You look at people like you see their divinity, whether it's a person at the highest position, a leader of the Senate on either side, or someone that holds the door.",42811
